Epoch,Name,ID,Admitted?,Scheduled At,Started At,Ended At,Overall Delay(sec)
1,slicelet-gold-0,0d731010-1232-404f-ad58-aa69a40b617d,True,2024-01-12 17:33:24,2024-01-12 17:33:24,2024-01-12 17:33:24,0.0002319812774658203
1,slicelet-gold-1,154e04c9-37f2-4466-ad91-b3bf4e938417,True,2024-01-12 17:33:24,2024-01-12 17:33:24,2024-01-12 17:33:24,0.00019598007202148438
1,slicelet-gold-2,c55275fb-3524-409a-a33b-27eef9fc5f71,True,2024-01-12 17:33:24,2024-01-12 17:33:24,2024-01-12 17:33:24,0.0002269744873046875
1,slicelet-gold-3,c1742f4b-a669-4f8b-8663-82db38884bf4,True,2024-01-12 17:33:24,2024-01-12 17:33:24,2024-01-12 17:33:28,0.000392913818359375
1,slicelet-gold-4,a4a4282c-5739-4fe3-a5cd-54711bbf26e5,False,N/A,N/A,N/A,N/A
1,slicelet-gold-5,b39f84da-1475-4b5f-a18c-7cf90da06a36,False,N/A,N/A,N/A,N/A
1,slicelet-gold-6,add5711f-071b-4114-8a41-42b4ad967232,False,N/A,N/A,N/A,N/A
1,slicelet-gold-7,9a5e0656-7875-4b44-98a3-8840b622cd89,False,N/A,N/A,N/A,N/A
1,slicelet-gold-8,e3888848-b2b2-4d00-b560-b1db8b742f1f,False,N/A,N/A,N/A,N/A
1,slicelet-gold-9,dcc0139d-6e9c-40ed-b3bc-f3482f4c65bc,False,N/A,N/A,N/A,N/A
1,slicelet-gold-10,2e3aebee-aec2-4f90-b003-7957ae3ae84a,False,N/A,N/A,N/A,N/A
1,slicelet-gold-11,ff940a4a-4a4f-4e74-a1cc-ab919932814c,False,N/A,N/A,N/A,N/A
1,slicelet-gold-12,54e91c86-f0d1-4663-b747-ac0152d38b76,False,N/A,N/A,N/A,N/A
1,slicelet-gold-13,030fe6b5-7117-4656-88f2-7c546117a201,False,N/A,N/A,N/A,N/A
1,slicelet-gold-14,7ea74035-7d31-4ff4-a67d-31620ebe6e4a,False,N/A,N/A,N/A,N/A
1,slicelet-gold-15,8500f483-6ead-4b89-8fa2-0010d7846a0a,False,N/A,N/A,N/A,N/A
1,slicelet-gold-16,0a0ab8d0-6414-4e0b-a866-8613594c1342,False,N/A,N/A,N/A,N/A
1,slicelet-gold-17,a8368c7a-94e1-4178-ab5d-680dc8895534,False,N/A,N/A,N/A,N/A
1,slicelet-gold-18,9c685781-7c3e-4c6b-8d23-da7e83941d0c,False,N/A,N/A,N/A,N/A
1,slicelet-gold-19,8d63bd26-03ba-46e3-b6df-538f906faee9,False,N/A,N/A,N/A,N/A
1,slicelet-gold-20,d3e1bbdc-2cc6-426a-a1fc-8be3d78afafe,False,N/A,N/A,N/A,N/A
1,slicelet-gold-21,b1511fed-4daf-41ea-9940-f21588cc2ded,False,N/A,N/A,N/A,N/A
1,slicelet-gold-22,0ca7c8eb-1496-4cf6-ae9d-2252f28cc91c,False,N/A,N/A,N/A,N/A
1,slicelet-gold-23,d0fce32e-8183-42c8-8bec-5936119e99d8,False,N/A,N/A,N/A,N/A
1,slicelet-gold-24,00fc2a68-5e58-4371-be22-017508862798,False,N/A,N/A,N/A,N/A
1,slicelet-gold-25,9c247322-3b9c-4b60-90cf-ffb37161ce77,False,N/A,N/A,N/A,N/A
